@relation um-8352-rates

@attribute gender {'Thriller', 'IMAX', 'War', 'Musical', 'Crime', 'Horror', 'Sci-Fi', 'Western', 'Action', 'Film-Noir', 'Adventure', 'Children', 'Comedy', 'Fantasy', 'Drama', 'Romance', 'Animation', 'Mystery'}
@attribute director {'Nora Ephron', 'John McTiernan', 'George Roy Hill', 'Robert Zemeckis', 'Peter Lord', 'Chuck Russell', 'Frank Darabont', 'Penny Marshall', 'Irvin Kershner', 'Gore Verbinski', 'Ridley Scott', 'Sharon Maguire', 'Kevin Costner', 'Luc Besson', 'Stephen Sommers', 'Wes Anderson', 'Danny Boyle', 'Ivan Reitman', 'Barry Sonnenfeld', 'Joe Johnston', 'Peter Cattaneo', 'Trey Parker', 'McG', 'Clint Eastwood', 'John Cleese', 'William Friedkin', 'Peter Weir', 'Mike Nichols', 'Richard Donner', 'Spike Jonze', 'Penelope Spheeris', 'Simon West', 'Jim Abrahams', 'Joe Dante', 'Stephen Frears', 'Steven Spielberg', 'Gus Van Sant', 'Ron Howard', 'Tim Burton', 'Orson Welles', 'George Lucas', 'James L. Brooks', 'Peter Jackson', 'Andrew Davis', 'David O. Russell', 'Sam Mendes', 'John Madden', 'Andrew Adamson', 'Francis Ford Coppola', 'John G. Avildsen', 'Joel Schumacher', 'James Cameron', 'Dean Parisot', 'Bryan Singer', 'Ron Clements', 'Andrew Stanton', 'Jay Roach', 'David Cronenberg', 'Tony Scott', 'Kevin Smith', 'Chris Weitz', 'Peter Faiman', 'George Armitage', 'Tobe Hooper', 'Cameron Crowe', 'Paul Thomas Anderson', 'Stanley Kubrick', 'Mel Stuart', 'Martin Brest', 'M. Night Shyamalan', 'Amy Heckerling', 'Ron Underwood', 'Chris Columbus', 'John Landis', 'Mel Brooks', 'John Lasseter', 'Terry Gilliam', 'Michael Mann', 'Victor Fleming', 'Martin Scorsese', 'Franklin J. Schaffner', 'Bobby Farrelly', 'Gary Ross', 'Andy Wachowski', 'Jonathan Lynn', 'Jan de Bont', 'John Hughes', 'Paul Verhoeven', 'Steven Soderbergh', 'Chris Noonan', 'Andrew Niccol', 'Daniel Myrick', 'David Fincher', 'Rob Reiner', 'Ang Lee', 'Warren Beatty', 'Mike Judge', 'Phillip Noyce', 'Christopher Nolan', 'Jonathan Demme', 'Mike Newell', 'Randal Kleiser', 'Richard Marquand', 'Anthony Minghella', 'Gary Trousdale', 'Alfred Hitchcock', 'Nicholas Meyer', 'Frank Marshall', 'Quentin Tarantino', 'Sofia Coppola', 'Renny Harlin', 'Harold Ramis', 'Sam Raimi', 'Milos Forman', 'Wolfgang Petersen', 'Jerry Zucker', 'Pete Docter', 'Roger Allers', 'Michael Bay', 'Sydney Pollack', 'Barry Levinson', 'Oliver Stone', 'Doug Liman', 'Frank Capra', 'Peter Farrelly', 'Neil Jordan', 'John Woo', 'Roland Emmerich', 'Michael Curtiz', 'Brian De Palma', 'David Hand', 'Mel Gibson', 'Tom Shadyac', 'Curtis Hanson', 'Joel Coen', 'Martin Campbell', 'Garry Marshall'}
@attribute starring {'Brian Cox', 'Albert Brooks', 'Harrison Ford', 'Kate Winslet', 'Bruce Willis', 'Patrick Magee', 'Elizabeth Hurley', 'Kevin Costner', 'Burt Young', 'Steve Harris', 'Charlton Heston', 'Ingrid Bergman', 'Jack Nicholson', 'Sean Astin', 'Kevin Spacey', 'Albert Finney', 'Tom Hanks', 'Gary Oldman', 'Michael Berryman', 'Jack Albertson', 'Simon Callow', 'Kirsten Dunst', 'Rod Taylor', 'Greg Kinnear', 'Anthony Michael Hall', 'William Katt', 'Dina Meyer', 'Tom Sizemore', 'Alan Arkin', 'Pete Postlethwaite', 'Ron Livingston', 'David Gulpilil', 'Philip Baker Hall', 'Sean Connery', 'Benicio Del Toro', 'Orson Welles', 'John Travolta', 'John Heard', 'Rory Culkin', 'Lauren Holly', 'Laurence Fishburne', 'Stellan Skarsg̴rd', 'Robert Shaw', 'Sean Penn', 'Jonny Lee Miller', 'Anthony Perkins', 'Nick Searcy', 'Eva Marie Saint', 'F. Murray Abraham', 'DeForest Kelley', 'Danny Glover', 'Barbara Bel Geddes', 'Brian OHalloran', 'Lukas Haas', 'Marisa Tomei', 'Michael Douglas', 'Charlie Korsmo', 'Drew Barrymore', 'Michael Gambon', 'Tim Roth', 'Martin Kove', 'Don Ameche', 'Matt Stone', 'Linda Hamilton', 'Ren̩e Zellweger', 'Tom Skerritt', 'Bernie Mac', 'Pat Morita', 'Jason Robards', 'Richard Attenborough', 'Jeff Bridges', 'Melinda Dillon', 'Hal Holbrook', 'Jack Black', 'Sam Robards', 'William Sylvester', 'Alan Rickman', 'Donna Reed', 'Mel Brooks', 'Anne Archer', 'Crispin Glover', 'Jodie Foster', 'Patrick Swayze', 'Chris Klein', 'Alexis Cruz', 'Adam Baldwin', 'Paul Winfield', 'Robert Duvall', 'Kevin Kline', 'Reginald VelJohnson', 'Brendan Fraser', 'Scott Weinger', 'James Spader', 'Matt Damon', 'Phoebe Cates', 'Christina Ricci', 'Patrick Bergin', 'Ralph Macchio', 'Janet Leigh', 'Ellen Burstyn', 'Juliette Lewis', 'James Earl Jones', 'Michael York', 'Christopher Lloyd', 'Will Smith', 'Sterling Hayden', 'Natalie Portman', 'Demi Moore', 'John Hannah', 'Trey Wilson', 'Jennifer Connelly', 'Samuel L. Jackson', 'Jonathan Hyde', 'William Forsythe', 'Chris Elliott', 'Dougray Scott', 'Tom Cruise', 'Arnold Schwarzenegger', 'Aaron Eckhart', 'James Stewart', 'Anna Faris', 'Pierce Brosnan', 'Leonard Nimoy', 'Bill Murray', 'Hugo Weaving', 'Joan Cusack', 'Sylvester Stallone', 'Humphrey Bogart', 'Mark Hamill', 'Vera Miles', 'Mary Kay Bergman', 'Paul Hogan', 'Harry Dean Stanton', 'Christopher Lee', 'Ronny Cox', 'Paul Rudd', 'Famke Janssen', 'Steve Huison', 'Lori Petty', 'Stacey Dash', 'Lucille La Verne', 'Leonardo DiCaprio', 'Alicia Silverstone', 'Charlie Sheen', 'Tom Hulce', 'Ewen Bremner', 'Eddie Murphy', 'Geoffrey Blake', 'Jeremy Irons', 'Philip Seymour Hoffman', 'Michelle Yeoh', 'Roshan Seth', 'Amy Irving', 'Arnold Vosloo', 'Phil Daniels', 'River Phoenix', 'Chazz Palminteri', 'Toni Collette', 'Martin Landau', 'Tippi Hedren', 'Dan OHerlihy', 'Matt Dillon', 'Zach Galligan', 'Cybill Shepherd', 'Don Rickles', 'Christopher Reeve', 'Tim Allen', 'Burt Reynolds', 'John Getz', 'Molly Ringwald', 'Chris Cooper', 'Marty Feldman', 'Billy Bob Thornton', 'Danny Lloyd', 'Nancy Allen', 'Cary Elwes', 'Dave Foley', 'Robby Benson', 'Joe Pantoliano', 'Hayden Christensen', 'Val Kilmer', 'Simon Jones', 'Peter Brocco', 'Deborah Kara Unger', 'Rowan Atkinson', 'Max von Sydow', 'Macaulay Culkin', 'Wil Wheaton', 'Jeff Goldblum', 'Robert De Niro', 'Ethan Hawke', 'Casper Van Dien', 'Roy Atwell', 'George Dzundza', 'John Goodman', 'Kathy Bates', 'Kevin Bacon', 'Keanu Reeves', 'Robert Wuhl', 'Kate Hudson', 'Michael C. Williams', 'Corey Feldman', 'Robert Redford', 'Stephen Baldwin', 'George C. Scott', 'Sean Bean', 'Patrick Stewart', 'Jude Law', 'Cate Blanchett', 'Hugh Grant', 'Anjelica Huston', 'Zack Norman', 'Edward James Olmos', 'Michael Madsen', 'John Malkovich', 'Warren Beatty', 'Gary Lockwood', 'Diane Keaton', 'James Cromwell', 'Anne Bancroft', 'Lea Thompson', 'Billy Crudup', 'Christine Cavanaugh', 'Kelly McGillis', 'Robert Carlyle', 'Katharine Ross', 'Oliver Reed', 'Mandy Patinkin', 'Meg Ryan', 'Rodney Dangerfield', 'Courteney Cox', 'Jason Alexander', 'Roddy McDowall', 'Joanna Cassidy', 'James Brown', 'Colin Firth', 'Gary Busey', 'Sharon Stone', 'Christopher Walken', 'Jason Mewes', 'Gabriel Byrne', 'Morgan Freeman', 'Milla Jovovich', 'Brawley Nolte', 'Jacob Vargas', 'Kurt Russell', 'Dorothy Comingore', 'JoBeth Williams', 'Mykelti Williamson', 'R. Lee Ermey', 'Ewan McGregor', 'Gerald R. Molen', 'Billy Crystal', 'Chris Noth', 'Richard Gere', 'Russell Crowe', 'Thora Birch', 'Karen Allen', 'Sigourney Weaver', 'Harley Jane Kozak', 'Robin Williams', 'Ed Harris', 'Vincent DOnofrio', 'Jeanne Tripplehorn', 'Dustin Hoffman', 'Dee Wallace-Stone', 'Andy Garcia', 'Daniel Stern', 'Robert Loggia', 'Julianne Moore', 'John Cleese', 'Heather Graham', 'Paul Henreid', 'Teri Garr', 'Michael Palin', 'Mark Wahlberg', 'Sean Young', 'Ian McKellen', 'Hugh Jackman', 'Jon Voight', 'Shelley Duvall', 'Spencer Treat Clark', 'Spike Jonze', 'Nicole Kidman', 'Blythe Danner', 'Jean Reno', 'Leslie Nielsen', 'Kim Novak', 'Bob Hoskins', 'Linda Fiorentino', 'Thelma Ritter', 'Tung Thanh Tran', 'Frances McDormand', 'Edward Burns', 'Paul Freeman', 'William H. Macy', 'Sam Neill', 'John Belushi', 'Cameron Diaz', 'Rob Lowe', 'Gary Sinise', 'Sophie Marceau', 'Eric Idle', 'Catherine Keener', 'Matthew Broderick', 'Alessandro Nivola', 'Bruno Kirby', 'Kristin Scott Thomas', 'Winona Ryder', 'Brad Pitt', 'Robert Sean Leonard', 'Daniel Radcliffe', 'Peter Greene', 'Jeff Conaway', 'Bob Gunton', 'Peter Riegert', 'Danny DeVito', 'Jessica Lange', 'Gene Hackman', 'George Clooney', 'Martin Sheen', 'Seann William Scott', 'Dan Aykroyd', 'Lionel Barrymore', 'John Rhys-Davies', 'Ajay Naidu', 'Malcolm McDowell', 'Ice Cube', 'Peter Boyle', 'Todd Louiso', 'John Ashton', 'Dylan McDermott', 'Jeff Anderson', 'Whoopi Goldberg', 'Fran̤ois Truffaut', 'Noah Emmerich', 'Christopher Guest', 'Guy Pearce', 'Eugene Levy', 'Tim Blake Nelson', 'John Cusack', 'Robert Hays', 'Haley Joel Osment', 'Gwyneth Paltrow', 'Ray Bolger', 'Craig T. Nelson', 'Andrew Chavez', 'Julie Hagerty', 'Michael Keaton', 'Tom Arnold', 'Lance Henriksen', 'Piper Laurie', 'Scarlett Johansson', 'Billy Zane', 'Michael McKean', 'Edward Furlong', 'Don Cheadle', 'Tim McMullen', 'Harry Shearer', 'Richard Farnsworth', 'Franka Potente', 'Jerry Orbach', 'Reese Witherspoon', 'Emma Watson', 'Annette Bening', 'Willem Dafoe', 'Graham Chapman', 'Kelly Preston', 'Linda Kozlowski', 'Johnny Depp', 'John Lithgow', 'Graham Greene', 'Dennis Hopper', 'Alexander Gould', 'Alec Baldwin', 'Marcia Strassman', 'Orlando Bloom', 'Justin Cooper', 'Michael Rooker', 'Edward Norton', 'James Coburn', 'Jeff Daniels', 'Jim Carrey', 'Nicolas Cage', 'Julia Roberts', 'Marlon Brando', 'Denzel Washington', 'Joe Morton', 'Rene Russo', 'Roy Scheider', 'Glenn Close', 'Tom Berenger', 'Tobey Maguire', 'Jason Biggs', 'Liam Neeson', 'Bradley Pierce', 'Matt Frewer', 'Chow Yun-Fat', 'Keir Dullea', 'Henry Thomas', 'Joaquin Phoenix', 'Cleavon Little', 'Paul Reiser', 'Rick Moranis', 'Mark Addy', 'Trey Parker', 'Ellen DeGeneres', 'Clint Eastwood', 'Bill Duke', 'Denise Richards', 'Hoyt Axton', 'Stephen Furst', 'Delroy Lindo', 'Joshua Leonard', 'Judge Reinhold', 'Ben Kingsley', 'David Herman', 'Olivia Newton-John', 'James Franco', 'Patricia Arquette', 'Anthony Edwards', 'Adriana Caselotti', 'William Shatner', 'John Candy', 'James Mason', 'Scott Glenn', 'Jeffrey Jones', 'Billy Dee Williams', 'Tony Haygarth', 'Michael Clarke Duncan', 'Woody Harrelson', 'Jake Lloyd', 'Josh Charles', 'Peter Ostrum', 'Peter Weller', 'Leo Burmester', 'Gene Wilder', 'Bill Pullman', 'Paul Newman', 'Frank Morgan', 'Frances OConnor', 'Alan Ruck', 'Michael Biehn', 'Joss Ackland', 'Amrish Puri', 'Julia Louis-Dreyfus', 'Mike Myers', 'Joseph Fiennes', 'Forest Whitaker', 'Dana Carvey', 'Cary Grant', 'Rutger Hauer', 'Ralph Fiennes', 'Grace Kelly', 'Carrie-Anne Moss', 'Rodney A. Grant', 'William Atherton', 'Slim Pickens', 'Henry Czerny', 'Richard White', 'Peter Sellers', 'Frederic Forrest', 'Steve Buscemi', 'Andie MacDowell', 'Ziyi Zhang', 'Viggo Mortensen', 'Michael Bates', 'Jon Seda', 'James Caan', 'Geoffrey Rush', 'Harvey Keitel', 'Ray Liotta', 'Raul Julia', 'Tommy Lee Jones', 'Dominique Dunne', 'Michael J. Fox', 'Ben Affleck', 'Cuba Gooding Jr.', 'Carrie Fisher', 'Xander Berkeley', 'Joseph Cotten', 'Richard Dreyfuss', 'Suzanne Pleshette', 'Emilio Estevez', 'Sally Field', 'Jonathan Freeman', 'Al Pacino', 'Joe Pesci', 'Jamie Lee Curtis', 'Helena Bonham Carter', 'Linda Blair', 'Thandie Newton', 'Mia Sara', 'Sydney Pollack', 'Tim Robbins', 'David Morse', 'Vince Vaughn', 'Kim Hunter', 'Geena Davis', 'Ben Stiller', 'Robert MacNaughton', 'Helen Hunt', 'Christian Slater', 'Mel Gibson', 'Danny Mann', 'Carl Weathers', 'Rupert Grint', 'Bill Paxton', 'Anthony Hopkins', 'Tony Shalhoub', 'Bonnie Bedelia', 'Judy Garland', 'Larry Miller', 'Bob Griffin'}
@attribute language {'English', 'Mandarin'}
@attribute class {1.5, 3.0, 3.5, 2.0, 1.0, 4.5, 0.5, 4.0, 2.5, 5.0}
@data
'Adventure','Pete Docter','Steve Buscemi','English',4.0
'Adventure','Pete Docter','James Coburn','English',4.0
'Adventure','Pete Docter','Billy Crystal','English',4.0
'Animation','Pete Docter','Steve Buscemi','English',4.0
'Animation','Pete Docter','James Coburn','English',4.0
'Animation','Pete Docter','Billy Crystal','English',4.0
'Children','Pete Docter','Steve Buscemi','English',4.0
'Children','Pete Docter','James Coburn','English',4.0
'Children','Pete Docter','Billy Crystal','English',4.0
'Adventure','John Lasseter','Tim Allen','English',3.0
'Adventure','John Lasseter','Tom Hanks','English',3.0
'Adventure','John Lasseter','Don Rickles','English',3.0
'Animation','John Lasseter','Tim Allen','English',3.0
'Animation','John Lasseter','Tom Hanks','English',3.0
'Animation','John Lasseter','Don Rickles','English',3.0
'Children','John Lasseter','Tim Allen','English',3.0
'Children','John Lasseter','Tom Hanks','English',3.0
'Children','John Lasseter','Don Rickles','English',3.0
'Action','Tony Scott','Tom Cruise','English',2.0
'Action','Tony Scott','Kelly McGillis','English',2.0
'Action','Tony Scott','Anthony Edwards','English',2.0
'Romance','Tony Scott','Tom Cruise','English',2.0
'Romance','Tony Scott','Kelly McGillis','English',2.0
'Romance','Tony Scott','Anthony Edwards','English',2.0
'Action','Nicholas Meyer','William Shatner','English',3.0
'Action','Nicholas Meyer','Leonard Nimoy','English',3.0
'Action','Nicholas Meyer','DeForest Kelley','English',3.0
'Adventure','Nicholas Meyer','William Shatner','English',3.0
'Adventure','Nicholas Meyer','Leonard Nimoy','English',3.0
'Adventure','Nicholas Meyer','DeForest Kelley','English',3.0
'Sci-Fi','Nicholas Meyer','William Shatner','English',3.0
'Sci-Fi','Nicholas Meyer','Leonard Nimoy','English',3.0
'Sci-Fi','Nicholas Meyer','DeForest Kelley','English',3.0
'Horror','M. Night Shyamalan','Mel Gibson','English',2.5
'Horror','M. Night Shyamalan','Joaquin Phoenix','English',2.5
'Horror','M. Night Shyamalan','Rory Culkin','English',2.5
'Sci-Fi','M. Night Shyamalan','Mel Gibson','English',2.5
'Sci-Fi','M. Night Shyamalan','Joaquin Phoenix','English',2.5
'Sci-Fi','M. Night Shyamalan','Rory Culkin','English',2.5
'Thriller','M. Night Shyamalan','Mel Gibson','English',2.5
'Thriller','M. Night Shyamalan','Joaquin Phoenix','English',2.5
'Thriller','M. Night Shyamalan','Rory Culkin','English',2.5
'Comedy','Peter Cattaneo','Mark Addy','English',2.5
'Comedy','Peter Cattaneo','Robert Carlyle','English',2.5
'Comedy','Peter Cattaneo','Steve Huison','English',2.5
'Drama','Peter Cattaneo','Mark Addy','English',2.5
'Drama','Peter Cattaneo','Robert Carlyle','English',2.5
'Drama','Peter Cattaneo','Steve Huison','English',2.5
'Children','Steven Spielberg','Henry Thomas','English',4.0
'Children','Steven Spielberg','Dee Wallace-Stone','English',4.0
'Children','Steven Spielberg','Robert MacNaughton','English',4.0
'Drama','Steven Spielberg','Henry Thomas','English',4.0
'Drama','Steven Spielberg','Dee Wallace-Stone','English',4.0
'Drama','Steven Spielberg','Robert MacNaughton','English',4.0
'Sci-Fi','Steven Spielberg','Henry Thomas','English',4.0
'Sci-Fi','Steven Spielberg','Dee Wallace-Stone','English',4.0
'Sci-Fi','Steven Spielberg','Robert MacNaughton','English',4.0
'Adventure','Robert Zemeckis','Bob Hoskins','English',4.0
'Adventure','Robert Zemeckis','Christopher Lloyd','English',4.0
'Adventure','Robert Zemeckis','Joanna Cassidy','English',4.0
'Animation','Robert Zemeckis','Bob Hoskins','English',4.0
'Animation','Robert Zemeckis','Christopher Lloyd','English',4.0
'Animation','Robert Zemeckis','Joanna Cassidy','English',4.0
'Children','Robert Zemeckis','Bob Hoskins','English',4.0
'Children','Robert Zemeckis','Christopher Lloyd','English',4.0
'Children','Robert Zemeckis','Joanna Cassidy','English',4.0
'Action','Michael Mann','Robert De Niro','English',2.0
'Action','Michael Mann','Al Pacino','English',2.0
'Action','Michael Mann','Val Kilmer','English',2.0
'Crime','Michael Mann','Robert De Niro','English',2.0
'Crime','Michael Mann','Al Pacino','English',2.0
'Crime','Michael Mann','Val Kilmer','English',2.0
'Thriller','Michael Mann','Robert De Niro','English',2.0
'Thriller','Michael Mann','Al Pacino','English',2.0
'Thriller','Michael Mann','Val Kilmer','English',2.0
'Crime','Paul Verhoeven','Michael Douglas','English',3.5
'Crime','Paul Verhoeven','Sharon Stone','English',3.5
'Crime','Paul Verhoeven','George Dzundza','English',3.5
'Mystery','Paul Verhoeven','Michael Douglas','English',3.5
'Mystery','Paul Verhoeven','Sharon Stone','English',3.5
'Mystery','Paul Verhoeven','George Dzundza','English',3.5
'Thriller','Paul Verhoeven','Michael Douglas','English',3.5
'Thriller','Paul Verhoeven','Sharon Stone','English',3.5
'Thriller','Paul Verhoeven','George Dzundza','English',3.5
'Action','Brian De Palma','Sean Connery','English',4.0
'Action','Brian De Palma','Kevin Costner','English',4.0
'Action','Brian De Palma','Andy Garcia','English',4.0
'Crime','Brian De Palma','Sean Connery','English',4.0
'Crime','Brian De Palma','Kevin Costner','English',4.0
'Crime','Brian De Palma','Andy Garcia','English',4.0
'Drama','Brian De Palma','Sean Connery','English',4.0
'Drama','Brian De Palma','Kevin Costner','English',4.0
'Drama','Brian De Palma','Andy Garcia','English',4.0
'Crime','Quentin Tarantino','Harvey Keitel','English',1.5
'Crime','Quentin Tarantino','Tim Roth','English',1.5
'Crime','Quentin Tarantino','Michael Madsen','English',1.5
'Mystery','Quentin Tarantino','Harvey Keitel','English',1.5
'Mystery','Quentin Tarantino','Tim Roth','English',1.5
'Mystery','Quentin Tarantino','Michael Madsen','English',1.5
'Thriller','Quentin Tarantino','Harvey Keitel','English',1.5
'Thriller','Quentin Tarantino','Tim Roth','English',1.5
'Thriller','Quentin Tarantino','Michael Madsen','English',1.5
'Drama','Oliver Stone','Tom Berenger','English',2.5
'Drama','Oliver Stone','Willem Dafoe','English',2.5
'Drama','Oliver Stone','Charlie Sheen','English',2.5
'War','Oliver Stone','Tom Berenger','English',2.5
'War','Oliver Stone','Willem Dafoe','English',2.5
'War','Oliver Stone','Charlie Sheen','English',2.5
'Action','George Lucas','Mark Hamill','English',2.5
'Action','George Lucas','Harrison Ford','English',2.5
'Action','George Lucas','Carrie Fisher','English',2.5
'Adventure','George Lucas','Mark Hamill','English',2.5
'Adventure','George Lucas','Harrison Ford','English',2.5
'Adventure','George Lucas','Carrie Fisher','English',2.5
'Sci-Fi','George Lucas','Mark Hamill','English',2.5
'Sci-Fi','George Lucas','Harrison Ford','English',2.5
'Sci-Fi','George Lucas','Carrie Fisher','English',2.5
'Comedy','Spike Jonze','John Cusack','English',3.0
'Comedy','Spike Jonze','Cameron Diaz','English',3.0
'Comedy','Spike Jonze','Catherine Keener','English',3.0
'Drama','Spike Jonze','John Cusack','English',3.0
'Drama','Spike Jonze','Cameron Diaz','English',3.0
'Drama','Spike Jonze','Catherine Keener','English',3.0
'Fantasy','Spike Jonze','John Cusack','English',3.0
'Fantasy','Spike Jonze','Cameron Diaz','English',3.0
'Fantasy','Spike Jonze','Catherine Keener','English',3.0
'Adventure','Peter Jackson','Sean Astin','English',1.5
'Adventure','Peter Jackson','Ian McKellen','English',1.5
'Adventure','Peter Jackson','Viggo Mortensen','English',1.5
'Fantasy','Peter Jackson','Sean Astin','English',1.5
'Fantasy','Peter Jackson','Ian McKellen','English',1.5
'Fantasy','Peter Jackson','Viggo Mortensen','English',1.5
'Drama','David Cronenberg','Jeff Goldblum','English',2.0
'Drama','David Cronenberg','Geena Davis','English',2.0
'Drama','David Cronenberg','John Getz','English',2.0
'Horror','David Cronenberg','Jeff Goldblum','English',2.0
'Horror','David Cronenberg','Geena Davis','English',2.0
'Horror','David Cronenberg','John Getz','English',2.0
'Sci-Fi','David Cronenberg','Jeff Goldblum','English',2.0
'Sci-Fi','David Cronenberg','Geena Davis','English',2.0
'Sci-Fi','David Cronenberg','John Getz','English',2.0
'Drama','Brian De Palma','William Katt','English',3.5
'Drama','Brian De Palma','Amy Irving','English',3.5
'Drama','Brian De Palma','Piper Laurie','English',3.5
'Fantasy','Brian De Palma','William Katt','English',3.5
'Fantasy','Brian De Palma','Amy Irving','English',3.5
'Fantasy','Brian De Palma','Piper Laurie','English',3.5
'Horror','Brian De Palma','William Katt','English',3.5
'Horror','Brian De Palma','Amy Irving','English',3.5
'Horror','Brian De Palma','Piper Laurie','English',3.5
'Adventure','Steven Spielberg','Haley Joel Osment','English',4.5
'Adventure','Steven Spielberg','Frances OConnor','English',4.5
'Adventure','Steven Spielberg','Sam Robards','English',4.5
'Drama','Steven Spielberg','Haley Joel Osment','English',4.5
'Drama','Steven Spielberg','Frances OConnor','English',4.5
'Drama','Steven Spielberg','Sam Robards','English',4.5
'Sci-Fi','Steven Spielberg','Haley Joel Osment','English',4.5
'Sci-Fi','Steven Spielberg','Frances OConnor','English',4.5
'Sci-Fi','Steven Spielberg','Sam Robards','English',4.5
'Action','Ivan Reitman','Bill Murray','English',2.5
'Action','Ivan Reitman','Dan Aykroyd','English',2.5
'Action','Ivan Reitman','Sigourney Weaver','English',2.5
'Comedy','Ivan Reitman','Bill Murray','English',2.5
'Comedy','Ivan Reitman','Dan Aykroyd','English',2.5
'Comedy','Ivan Reitman','Sigourney Weaver','English',2.5
'Sci-Fi','Ivan Reitman','Bill Murray','English',2.5
'Sci-Fi','Ivan Reitman','Dan Aykroyd','English',2.5
'Sci-Fi','Ivan Reitman','Sigourney Weaver','English',2.5
'Children','Chris Noonan','Danny Mann','English',3.5
'Children','Chris Noonan','Hugo Weaving','English',3.5
'Children','Chris Noonan','Christine Cavanaugh','English',3.5
'Comedy','Chris Noonan','Danny Mann','English',3.5
'Comedy','Chris Noonan','Hugo Weaving','English',3.5
'Comedy','Chris Noonan','Christine Cavanaugh','English',3.5
'Drama','Chris Noonan','Danny Mann','English',3.5
'Drama','Chris Noonan','Hugo Weaving','English',3.5
'Drama','Chris Noonan','Christine Cavanaugh','English',3.5
'Action','Gore Verbinski','Johnny Depp','English',3.5
'Action','Gore Verbinski','Geoffrey Rush','English',3.5
'Action','Gore Verbinski','Orlando Bloom','English',3.5
'Adventure','Gore Verbinski','Johnny Depp','English',3.5
'Adventure','Gore Verbinski','Geoffrey Rush','English',3.5
'Adventure','Gore Verbinski','Orlando Bloom','English',3.5
'Comedy','Gore Verbinski','Johnny Depp','English',3.5
'Comedy','Gore Verbinski','Geoffrey Rush','English',3.5
'Comedy','Gore Verbinski','Orlando Bloom','English',3.5
'Crime','Steven Soderbergh','Benicio Del Toro','English',3.0
'Crime','Steven Soderbergh','Jacob Vargas','English',3.0
'Crime','Steven Soderbergh','Andrew Chavez','English',3.0
'Drama','Steven Soderbergh','Benicio Del Toro','English',3.0
'Drama','Steven Soderbergh','Jacob Vargas','English',3.0
'Drama','Steven Soderbergh','Andrew Chavez','English',3.0
'Thriller','Steven Soderbergh','Benicio Del Toro','English',3.0
'Thriller','Steven Soderbergh','Jacob Vargas','English',3.0
'Thriller','Steven Soderbergh','Andrew Chavez','English',3.0
'Action','Ivan Reitman','Bill Murray','English',1.0
'Action','Ivan Reitman','Dan Aykroyd','English',1.0
'Action','Ivan Reitman','Sigourney Weaver','English',1.0
'Adventure','Ivan Reitman','Bill Murray','English',1.0
'Adventure','Ivan Reitman','Dan Aykroyd','English',1.0
'Adventure','Ivan Reitman','Sigourney Weaver','English',1.0
'Comedy','Ivan Reitman','Bill Murray','English',1.0
'Comedy','Ivan Reitman','Dan Aykroyd','English',1.0
'Comedy','Ivan Reitman','Sigourney Weaver','English',1.0
'Action','John McTiernan','Alec Baldwin','English',3.0
'Action','John McTiernan','Sean Connery','English',3.0
'Action','John McTiernan','Scott Glenn','English',3.0
'Adventure','John McTiernan','Alec Baldwin','English',3.0
'Adventure','John McTiernan','Sean Connery','English',3.0
'Adventure','John McTiernan','Scott Glenn','English',3.0
'Thriller','John McTiernan','Alec Baldwin','English',3.0
'Thriller','John McTiernan','Sean Connery','English',3.0
'Thriller','John McTiernan','Scott Glenn','English',3.0
'Comedy','Tom Shadyac','James Coburn','English',3.0
'Comedy','Tom Shadyac','Larry Miller','English',3.0
'Comedy','Tom Shadyac','Eddie Murphy','English',3.0
'Fantasy','Tom Shadyac','James Coburn','English',3.0
'Fantasy','Tom Shadyac','Larry Miller','English',3.0
'Fantasy','Tom Shadyac','Eddie Murphy','English',3.0
'Romance','Tom Shadyac','James Coburn','English',3.0
'Romance','Tom Shadyac','Larry Miller','English',3.0
'Romance','Tom Shadyac','Eddie Murphy','English',3.0
'Drama','Stanley Kubrick','Tom Cruise','English',2.0
'Drama','Stanley Kubrick','Nicole Kidman','English',2.0
'Drama','Stanley Kubrick','Sydney Pollack','English',2.0
'Mystery','Stanley Kubrick','Tom Cruise','English',2.0
'Mystery','Stanley Kubrick','Nicole Kidman','English',2.0
'Mystery','Stanley Kubrick','Sydney Pollack','English',2.0
'Thriller','Stanley Kubrick','Tom Cruise','English',2.0
'Thriller','Stanley Kubrick','Nicole Kidman','English',2.0
'Thriller','Stanley Kubrick','Sydney Pollack','English',2.0
'Comedy','Amy Heckerling','Alicia Silverstone','English',3.5
'Comedy','Amy Heckerling','Paul Rudd','English',3.5
'Comedy','Amy Heckerling','Stacey Dash','English',3.5
'Romance','Amy Heckerling','Alicia Silverstone','English',3.5
'Romance','Amy Heckerling','Paul Rudd','English',3.5
'Romance','Amy Heckerling','Stacey Dash','English',3.5
'Action','James Cameron','Michael Biehn','English',2.5
'Action','James Cameron','Leo Burmester','English',2.5
'Action','James Cameron','Ed Harris','English',2.5
'Adventure','James Cameron','Michael Biehn','English',2.5
'Adventure','James Cameron','Leo Burmester','English',2.5
'Adventure','James Cameron','Ed Harris','English',2.5
'Sci-Fi','James Cameron','Michael Biehn','English',2.5
'Sci-Fi','James Cameron','Leo Burmester','English',2.5
