	4886	1101	1	5502	2	1641	1097	6	1092	10	2194	1089	1090	21	5952	1653	4370	34	1608	2716	6539	3793	2717	32	1610	2712	39	1127	2710	527	47	2706	1625	50	2700	4896	2699	541	1617	5445	4361	5989	539	1136	2268	608	1580	1036	1573	3751	5418	2797	95	2791	1584	2302	4979	1544	3255	3253	110	111	3256	586	587	588	589	2291	590	593	592	4963	595	594	2762	597	7153	5378	1073	1079	1552	1221	1220	1222	3160	1219	1225	2617	2616	153	2054	3147	1246	1784	1247	1240	4995	150	4993	648	1732	2100	1259	1258	3671	165	1270	1266	3176	1265	1278	3175	2571	750	2683	736	1704	3081	223	2115	2124	3623	208	1721	2640	235	231	1676	2174	1193	1673	1198	1197	1196	1674	3114	1200	253	1206	2628	733	1682	1210	1208	1214	1213	3527	1374	1917	2985	1370	2987	4085	260	2997	2455	1345	2959	4034	788	1393	316	318	1394	2470	288	1391	292	293	1387	296	1380	780	778	1377	3578	1307	1304	3052	2502	349	3471	344	1291	4022	1288	6377	3481	4027	3489	1339	2539	858	380	3499	377	1333	2529	3977	356	357	832	3033	3039	364	3996	367	3994	5349	3948	953	1500	2858	3421	2321	3418	1485	2028	3408	6711	2003	924	2000	1527	2001	923	919	2011	4226	434	912	2012	2353	2355	908	3448	904	903	1517	1994	1997	4246	474	1968	2916	2918	4321	3897	457	1954	454	2396	1961	508	2406	8636	500	2890	2420	1923	480	4306
19545	4.0	4.0	4.0	3.0	3.0	4.0	5.0	3.0	2.5	null	null	2.5	3.0	null	4.0	3.0	3.0	4.0	null	4.0	3.5	4.0	3.0	4.0	null	null	4.0	3.0	1.0	5.0	4.0	4.0	4.0	4.0	null	5.0	2.0	null	3.0	3.0	4.0	3.0	4.0	3.0	4.0	2.0	3.0	null	null	3.0	3.0	4.0	null	null	3.0	3.0	4.0	null	4.0	4.0	5.0	3.5	null	3.0	4.0	4.0	5.0	2.0	3.0	5.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	3.0	4.0	null	4.0	null	null	3.0	4.0	4.0	null	null	null	3.0	4.0	5.0	4.0	3.0	3.0	null	4.0	4.0	5.0	3.0	2.5	5.0	4.0	4.0	3.0	null	4.0	null	4.0	4.0	null	null	4.0	3.0	4.0	2.0	4.0	3.0	3.0	4.0	null	null	null	4.0	4.0	null	2.0	null	3.0	null	4.0	4.0	5.0	4.0	4.0	4.0	null	3.0	2.0	3.0	3.0	3.0	4.0	3.0	null	3.5	null	null	4.0	null	null	3.0	null	5.0	2.5	null	2.0	3.0	4.0	3.0	4.0	3.0	4.0	3.0	4.0	null	1.0	4.0	5.0	3.0	3.0	4.0	4.0	4.0	3.0	4.0	4.0	3.5	4.0	4.0	null	4.0	3.0	3.0	4.0	3.0	4.0	4.0	3.0	4.0	2.0	4.0	4.0	3.0	3.0	4.0	3.0	4.0	4.0	4.0	3.0	3.0	3.0	null	4.0	4.0	null	3.0	4.0	4.0	5.0	3.0	4.0	null	4.0	4.0	3.0	3.0	5.0	3.5	3.0	null	null	null	null	4.0	5.0	2.0	4.0	3.0	4.0	2.0	4.0	4.0	3.5	4.0	null	null	4.0	4.0	3.5	4.0	3.0	4.0	null	4.0	3.0	5.0	3.0	null	4.0	4.0	4.0	4.0	3.0	4.5	4.0	4.0	4.0	3.0	4.0	4.0
32046	5.0	4.5	4.5	3.0	4.0	4.5	5.0	null	4.0	4.0	4.5	null	null	null	5.0	3.0	3.0	4.5	4.0	4.0	4.5	4.0	2.5	4.5	4.0	null	4.0	4.0	null	null	4.0	null	4.5	4.0	2.0	4.0	4.0	3.0	3.0	5.0	4.0	null	5.0	2.0	4.5	4.0	4.0	4.5	null	4.0	4.5	4.0	2.0	2.0	4.0	null	null	null	4.5	3.0	4.0	null	4.5	4.0	4.5	4.0	4.0	3.5	3.5	4.5	4.0	4.5	5.0	4.0	5.0	4.0	5.0	null	3.0	4.0	3.5	4.0	null	null	null	3.0	5.0	4.0	3.0	4.0	4.0	4.5	4.0	4.0	4.0	4.0	4.0	5.0	5.0	3.0	null	5.0	4.5	null	2.0	3.0	4.5	4.0	null	4.0	4.0	4.0	5.0	3.0	2.0	3.0	4.5	4.0	null	5.0	4.0	null	null	4.0	2.0	null	null	3.0	4.5	3.0	null	5.0	4.5	3.0	4.0	4.5	4.0	null	4.0	2.0	4.0	2.0	2.0	3.0	4.0	2.0	4.0	4.0	3.0	3.0	3.0	4.0	4.0	4.0	2.5	4.0	4.0	2.0	4.5	3.0	4.0	4.0	4.5	3.0	4.0	1.0	null	3.0	null	4.5	null	3.0	2.0	null	4.0	4.5	4.0	4.5	3.0	null	4.5	3.0	1.0	4.5	null	3.5	4.0	null	4.5	4.0	4.0	null	4.0	4.5	3.0	3.0	3.0	4.0	4.0	5.0	4.0	4.0	2.5	4.0	3.0	4.5	null	3.0	4.0	null	5.0	null	4.0	1.0	4.0	null	2.0	5.0	4.0	null	3.0	4.0	4.5	4.0	4.0	4.0	4.0	4.0	4.0	4.0	3.0	4.0	4.5	4.5	4.5	3.0	4.5	4.0	2.0	4.0	4.0	3.0	4.5	3.0	4.0	3.5	3.5	4.0	4.5	4.5	3.0	4.0	4.0	null	4.5	4.0	4.0	4.0	4.0	1.0	3.0	4.0
58357	4.0	3.0	4.5	4.5	2.5	3.0	5.0	4.5	4.0	3.5	3.5	5.0	4.5	3.5	3.0	3.5	4.0	4.0	3.5	4.5	4.0	4.0	2.5	4.0	4.5	4.0	3.0	4.0	4.0	4.0	4.0	4.5	3.5	5.0	4.5	4.0	3.5	4.5	4.0	4.5	4.0	3.0	2.5	5.0	4.5	4.5	4.0	4.0	4.5	4.0	4.0	4.0	3.0	4.5	4.5	3.5	2.5	4.0	4.0	5.0	3.5	4.0	4.0	3.5	4.0	4.0	5.0	3.5	3.5	5.0	4.0	4.0	4.0	3.0	5.0	3.5	4.5	4.0	4.0	4.0	3.5	5.0	4.0	4.5	4.0	3.5	4.0	3.5	2.5	2.5	3.5	4.5	3.0	4.5	3.5	5.0	4.5	4.0	4.5	4.0	4.0	3.5	4.0	4.0	4.0	3.0	4.0	4.0	3.5	5.0	4.0	4.0	4.5	4.0	3.5	3.5	3.0	3.5	4.5	3.5	3.5	4.0	3.0	3.5	3.5	3.0	2.0	4.5	3.5	4.0	4.0	4.5	4.5	5.0	3.5	4.0	5.0	4.5	4.0	4.5	3.5	4.0	5.0	3.5	4.5	4.0	4.0	3.5	3.5	4.0	3.0	4.0	4.0	4.5	5.0	3.5	3.5	5.0	5.0	3.5	4.0	3.0	4.0	4.0	3.5	4.0	3.5	3.5	4.0	4.0	4.5	4.0	4.0	4.0	3.0	4.0	4.0	3.5	3.0	4.5	4.0	4.5	4.0	4.0	4.0	4.5	4.0	4.0	3.5	3.0	3.5	2.5	5.0	4.0	4.0	4.0	4.0	5.0	3.0	4.5	2.0	3.0	2.5	4.0	4.0	4.5	3.5	4.0	4.5	3.5	2.5	3.5	5.0	4.5	3.5	3.0	3.0	4.5	4.0	4.0	4.0	4.5	4.0	4.0	3.0	2.0	4.0	3.5	5.0	3.0	2.5	3.0	4.0	4.0	4.0	4.0	4.0	4.0	3.5	4.5	4.5	3.0	4.5	5.0	4.0	4.0	3.0	5.0	3.5	4.0	4.5	3.0	4.5	4.0	2.5	4.5	3.5	3.5	4.0	5.0	4.5	4.0
47345	4.0	3.0	4.5	3.5	2.5	4.0	3.0	5.0	3.5	4.0	4.5	4.5	4.0	3.0	4.5	4.5	3.5	3.5	3.5	4.5	4.0	4.0	2.0	4.0	4.0	5.0	3.5	4.5	3.0	4.5	4.0	3.5	3.5	4.5	4.5	4.0	3.5	5.0	4.0	4.0	4.5	4.0	3.0	4.0	3.5	4.5	2.0	4.5	4.0	3.5	3.5	4.0	3.5	5.0	0.5	4.0	4.0	3.0	3.5	3.5	3.5	4.5	3.0	2.0	3.5	3.5	4.0	5.0	4.0	3.0	3.5	4.0	4.5	4.5	2.5	3.0	4.5	4.5	4.5	5.0	4.5	5.0	5.0	5.0	4.5	4.5	5.0	1.0	1.0	2.5	2.5	2.5	3.5	3.5	4.5	5.0	2.5	2.5	4.0	3.0	5.0	3.5	4.5	4.5	5.0	3.5	3.0	5.0	4.0	4.5	5.0	4.0	4.5	5.0	3.0	3.0	4.0	4.0	4.5	4.0	3.0	1.5	3.5	null	5.0	4.5	3.0	4.5	4.5	5.0	4.5	5.0	4.0	5.0	4.5	4.0	4.5	3.0	3.5	4.0	4.0	3.5	4.5	5.0	4.5	4.5	4.5	5.0	0.5	4.5	3.0	2.0	4.0	5.0	3.5	5.0	4.5	4.0	4.0	3.0	3.0	3.0	4.5	4.5	4.0	3.5	4.5	3.0	4.5	4.5	4.5	2.5	2.5	3.5	4.0	3.5	3.0	4.5	4.5	4.5	3.0	5.0	3.5	3.5	2.5	5.0	4.5	3.5	4.5	3.5	3.5	3.0	5.0	4.0	3.5	4.0	4.0	4.5	3.0	2.5	4.5	0.5	4.0	5.0	2.5	4.0	3.0	4.5	4.0	3.0	4.0	4.5	4.0	5.0	3.5	3.5	3.0	3.0	3.0	5.0	4.0	4.0	4.5	3.5	4.5	5.0	3.0	3.5	4.5	3.5	4.0	3.0	3.0	3.0	4.0	4.0	4.5	5.0	4.0	5.0	4.5	3.5	3.5	4.0	3.5	4.0	3.5	4.0	3.5	5.0	3.5	3.0	3.5	3.0	3.5	4.5	3.0	4.5	3.5	3.5	3.0	0.5
45634	3.0	3.5	3.5	3.0	3.0	3.0	4.0	5.0	null	3.5	4.0	5.0	5.0	3.5	5.0	5.0	3.0	4.0	3.0	4.0	3.5	5.0	3.0	4.5	4.0	3.5	3.0	4.0	3.0	4.0	5.0	3.0	5.0	5.0	4.0	3.0	2.0	4.0	5.0	4.5	null	3.5	3.0	4.0	4.0	5.0	3.5	5.0	3.0	3.0	4.0	4.0	2.5	3.0	4.0	3.0	5.0	2.0	3.0	3.5	5.0	4.0	3.0	3.0	3.0	3.0	5.0	3.5	3.5	4.5	4.0	4.0	null	null	5.0	3.0	5.0	5.0	3.0	4.0	3.0	5.0	4.0	4.0	4.0	3.0	4.0	2.0	2.0	2.0	3.0	3.0	3.0	4.0	4.0	4.0	3.0	4.0	5.0	4.0	4.5	3.0	4.0	4.0	3.0	3.0	4.0	5.0	2.0	4.0	null	4.0	5.0	null	3.0	2.0	5.0	3.0	5.0	3.5	3.0	3.5	3.0	3.0	3.0	null	4.0	2.5	3.0	null	4.0	4.5	4.0	5.0	null	3.0	5.0	5.0	4.0	5.0	3.0	3.5	5.0	4.0	null	4.5	4.0	3.0	3.0	4.0	3.0	3.5	3.5	5.0	5.0	4.0	null	5.0	4.0	3.0	4.0	4.0	5.0	5.0	3.0	3.0	3.0	2.5	5.0	3.5	5.0	4.0	3.5	4.5	3.5	4.0	4.0	null	4.0	3.5	3.0	3.0	3.0	4.0	3.5	null	4.0	4.0	4.0	3.0	null	3.0	5.0	3.0	3.0	4.0	3.0	3.0	3.0	5.0	3.5	3.0	3.5	4.0	3.0	5.0	null	3.5	3.5	3.0	null	4.0	5.0	4.0	3.0	3.0	3.5	5.0	3.0	3.5	2.0	4.0	4.0	3.0	3.0	4.0	3.0	3.0	5.0	3.0	3.0	3.0	2.0	3.0	null	null	null	null	3.0	null	null	3.0	3.0	4.0	4.0	4.0	3.0	4.0	4.0	3.5	3.0	5.0	4.0	3.0	null	3.5	3.0	4.0	3.0	4.0	4.0	3.0
20918	4.5	4.0	3.0	2.0	2.0	4.0	3.0	null	4.0	3.0	3.0	4.0	4.0	3.0	5.0	4.0	null	3.0	3.0	4.0	null	null	null	null	4.0	5.0	3.0	null	3.0	5.0	2.0	3.0	4.0	4.0	1.0	null	3.0	4.0	4.0	null	4.0	null	4.0	5.0	4.0	4.0	4.0	5.0	3.0	2.0	null	3.0	null	5.0	null	4.0	3.0	1.0	3.0	null	5.0	4.0	4.0	4.0	null	3.5	4.0	5.0	2.0	4.0	4.0	null	2.0	4.0	4.0	5.0	5.0	4.0	3.0	3.0	5.0	5.0	4.0	4.0	5.0	4.0	5.0	null	3.0	3.0	3.0	5.0	5.0	4.0	3.0	4.0	5.0	4.0	5.0	3.0	3.0	4.0	4.0	5.0	4.0	3.0	4.0	3.0	null	4.0	4.0	4.0	4.0	4.0	3.0	4.0	3.0	null	2.0	4.0	3.0	null	2.0	3.0	5.0	3.0	1.0	3.0	1.0	4.0	4.0	4.0	4.0	4.0	5.0	3.5	3.0	null	3.0	4.0	3.0	3.0	5.0	5.0	2.0	3.0	3.0	null	3.0	3.0	5.0	3.0	4.0	5.0	3.0	2.0	4.0	4.0	null	3.0	3.0	null	5.0	3.0	4.0	null	3.0	3.0	4.0	5.0	3.0	4.0	5.0	3.5	3.0	5.0	4.0	3.0	3.0	3.0	3.0	5.0	2.0	5.0	4.0	3.0	null	null	4.0	4.0	null	4.0	5.0	5.0	4.0	4.0	4.0	3.0	2.0	3.0	3.0	3.0	3.0	4.0	3.0	5.0	3.0	4.0	4.0	3.0	5.0	4.0	3.0	5.0	null	1.0	4.0	4.0	null	4.5	3.0	4.0	4.0	4.0	3.0	5.0	4.0	3.0	5.0	3.0	5.0	4.0	null	3.0	5.0	3.0	5.0	5.0	4.0	3.0	3.0	4.0	4.0	3.0	4.0	3.0	3.0	5.0	4.0	5.0	4.0	4.0	5.0	3.0	4.0	null	3.0	null	4.0	3.0	3.0	4.0
8811	null	2.0	3.0	null	null	3.0	3.5	4.0	3.0	2.0	3.0	4.0	4.0	3.5	4.0	3.0	3.0	null	2.0	3.0	3.5	3.0	1.0	3.5	3.0	2.0	2.0	3.0	null	4.5	4.5	2.5	3.0	4.5	2.5	null	3.0	4.5	3.5	3.0	3.0	2.5	3.0	4.0	3.0	4.0	3.5	3.5	2.5	3.0	3.5	3.0	2.0	3.5	2.0	3.0	4.0	2.0	3.0	3.0	3.0	5.0	2.5	3.0	2.0	null	3.0	3.0	3.0	3.5	3.0	3.5	null	3.0	4.0	2.0	4.5	2.5	3.5	3.5	3.0	4.5	3.0	4.0	3.5	4.0	3.0	3.0	3.0	3.0	2.0	2.5	3.5	3.0	4.0	4.0	3.5	3.0	5.0	2.0	3.5	3.0	3.0	3.0	2.5	2.0	3.0	4.0	4.0	3.0	3.0	3.0	4.5	4.0	2.5	3.5	3.0	4.0	3.5	3.0	3.0	3.0	3.0	3.0	3.0	null	2.0	3.0	3.0	5.0	4.0	4.0	4.0	3.0	3.0	null	3.5	3.0	3.5	2.0	3.0	3.5	3.0	4.0	4.0	5.0	3.0	3.0	2.0	3.0	2.0	3.0	3.0	3.0	4.0	3.0	2.0	4.5	3.0	2.0	2.0	2.0	3.0	4.0	3.0	2.0	3.0	2.0	3.0	3.0	4.5	2.0	3.0	4.0	3.5	3.5	4.0	4.0	3.0	2.0	2.5	3.0	2.0	2.5	3.0	null	3.5	3.0	4.0	2.0	2.0	3.0	5.0	3.0	3.0	3.0	3.5	4.5	2.5	3.0	3.0	3.0	2.0	3.0	null	3.5	3.0	2.0	3.0	2.0	3.0	4.0	3.5	4.0	3.0	3.0	2.0	3.0	2.0	null	2.0	3.0	3.0	3.0	2.0	null	3.0	2.0	3.5	2.0	4.0	2.0	3.0	null	3.0	3.0	4.0	4.0	2.0	2.0	3.0	3.0	3.0	3.0	3.0	4.0	3.0	3.0	3.0	3.0	3.0	4.5	3.0	null	3.0	3.5	3.0	3.0	2.0	3.0	3.0	4.0
68259	5.0	4.0	5.0	3.0	4.0	5.0	5.0	4.0	3.0	4.0	5.0	5.0	4.0	5.0	4.0	5.0	3.0	5.0	3.0	5.0	3.5	3.0	3.0	5.0	5.0	null	1.5	4.0	4.0	5.0	5.0	null	5.0	5.0	null	4.0	4.0	3.0	5.0	4.0	5.0	4.0	3.0	5.0	5.0	5.0	5.0	4.0	5.0	5.0	4.0	5.0	3.0	5.0	2.0	4.0	5.0	3.0	5.0	4.0	1.0	5.0	3.0	4.0	3.0	5.0	4.0	4.0	5.0	5.0	5.0	4.0	5.0	5.0	5.0	4.0	4.0	2.0	5.0	5.0	4.0	5.0	5.0	4.0	5.0	5.0	5.0	4.0	4.0	2.0	2.0	4.0	5.0	5.0	5.0	4.0	5.0	4.0	5.0	4.0	5.0	4.0	5.0	4.0	5.0	5.0	4.0	4.0	5.0	5.0	5.0	4.0	5.0	5.0	4.0	4.0	5.0	4.0	4.0	3.0	4.0	3.0	4.0	3.5	5.0	5.0	null	null	3.0	5.0	4.0	4.0	5.0	5.0	5.0	5.0	4.0	4.0	5.0	3.0	4.0	5.0	5.0	5.0	4.0	5.0	1.0	3.0	4.0	4.0	5.0	5.0	5.0	5.0	5.0	4.0	4.0	5.0	5.0	2.0	5.0	1.0	5.0	5.0	4.0	1.0	5.0	2.0	5.0	4.0	5.0	2.0	4.0	5.0	3.0	1.0	5.0	5.0	4.0	5.0	4.0	4.0	1.0	5.0	4.0	5.0	5.0	5.0	5.0	3.0	4.0	5.0	5.0	2.0	5.0	4.0	4.0	2.0	null	4.0	5.0	null	4.0	5.0	5.0	3.0	null	4.0	4.0	5.0	5.0	5.0	5.0	5.0	3.0	5.0	2.0	4.0	5.0	4.5	3.0	3.0	5.0	4.0	4.0	5.0	5.0	4.0	5.0	2.0	5.0	3.0	4.0	5.0	5.0	5.0	5.0	5.0	4.0	5.0	5.0	4.0	5.0	4.0	4.0	5.0	5.0	5.0	4.0	5.0	4.0	5.0	5.0	5.0	3.0	3.5	4.0	5.0	4.0	5.0	4.0	5.0
24774	4.0	3.0	4.0	2.5	3.0	3.0	4.0	4.0	3.0	3.0	2.0	3.5	4.0	3.5	4.0	3.0	3.0	4.0	2.5	3.0	3.5	3.0	2.5	3.0	3.0	3.0	3.0	4.0	2.5	3.0	4.0	2.0	2.5	4.0	3.5	null	2.5	4.5	3.5	3.5	3.5	3.5	null	4.0	3.0	3.5	3.5	3.5	2.0	3.5	3.0	3.0	2.5	3.0	2.5	null	null	2.5	3.0	3.0	3.0	4.0	3.0	2.5	2.5	3.0	3.5	4.0	3.5	4.0	3.0	3.0	3.5	4.0	3.5	3.0	4.5	3.5	null	3.0	2.0	4.0	2.5	4.0	3.5	4.5	4.0	2.5	2.5	2.0	2.5	3.5	2.5	3.0	3.5	4.0	3.0	3.0	4.5	2.0	3.0	3.0	3.0	4.0	2.5	3.0	3.0	4.0	3.0	3.5	3.0	3.5	4.0	5.0	3.0	3.0	3.0	3.0	null	3.0	3.0	2.5	2.5	3.5	3.0	4.0	2.5	3.0	3.0	3.5	4.0	3.5	4.0	4.0	3.0	4.0	4.0	3.0	4.5	3.0	2.5	3.0	3.5	5.0	4.0	4.0	3.0	3.0	1.0	3.5	3.0	3.0	3.0	4.0	4.0	3.5	1.5	4.0	3.0	2.5	3.0	3.0	3.5	3.0	3.0	3.5	3.0	3.0	3.0	3.5	4.0	3.0	2.5	3.5	3.0	3.5	null	3.0	null	3.5	3.0	3.5	2.5	3.0	3.5	4.0	3.5	3.0	3.5	3.0	3.0	null	3.0	3.0	3.5	3.0	3.5	3.0	0.5	3.0	null	3.0	2.5	3.0	3.5	4.5	3.0	3.0	3.5	2.5	3.0	3.0	4.0	3.5	3.0	3.0	2.5	3.5	3.0	3.0	3.5	5.0	3.0	3.5	3.0	5.0	4.0	3.5	4.0	2.5	4.0	2.5	3.0	3.5	4.5	3.0	4.0	5.0	3.0	3.5	3.0	null	3.0	null	2.5	2.5	null	2.5	3.0	3.5	null	3.5	3.5	3.0	null	3.5	3.0	3.0	null	2.5	3.0	3.5
