426	1	3.50
426	2	1.50
426	6	3.50
426	10	3.00
426	21	3.50
426	32	5.00
426	34	2.00
426	39	3.00
426	47	4.00
426	50	4.50
426	95	2.50
426	110	3.50
426	111	4.00
426	150	2.50
426	153	2.00
426	165	3.00
426	208	2.00
426	223	3.50
426	231	2.00
426	235	3.50
426	253	3.50
426	260	4.50
426	288	4.00
426	292	1.50
426	293	4.00
426	296	4.50
426	316	1.00
426	318	3.50
426	344	2.50
426	349	2.00
426	356	4.00
426	357	3.50
426	364	3.00
426	367	3.00
426	377	3.00
426	380	3.00
426	434	2.50
426	454	3.00
426	457	3.00
426	474	3.00
426	480	3.00
426	500	2.00
426	508	2.50
426	527	4.50
426	539	2.00
426	541	4.00
426	586	2.00
426	587	2.50
426	588	3.00
426	589	4.00
426	590	3.50
426	592	3.00
426	593	4.00
426	594	3.00
426	595	3.00
426	597	1.50
426	608	4.00
426	648	3.50
426	733	3.00
426	736	2.00
426	750	3.50
426	778	4.00
426	780	3.50
426	788	2.00
426	832	2.50
426	858	4.50
426	903	3.50
426	904	3.50
426	908	3.50
426	912	3.50
426	919	4.00
426	923	5.00
426	924	3.50
426	953	3.50
426	1036	3.50
426	1079	3.00
426	1089	3.50
426	1090	3.50
426	1092	3.50
426	1097	3.50
426	1101	2.50
426	1127	3.50
426	1136	3.00
426	1193	4.00
426	1196	4.00
426	1197	3.50
426	1198	4.00
426	1200	3.50
426	1206	3.00
426	1208	4.00
426	1210	3.00
426	1213	4.00
426	1214	4.00
426	1219	3.50
426	1220	3.50
426	1221	3.50
426	1222	3.00
426	1225	3.50
426	1240	3.50
426	1246	3.00
426	1247	4.00
426	1258	4.00
426	1259	3.00
426	1265	3.50
426	1266	2.50
426	1270	3.50
426	1288	3.50
426	1291	3.00
426	1304	3.50
426	1307	3.50
426	1333	2.50
426	1339	3.50
426	1345	3.00
426	1370	3.50
426	1377	3.00
426	1380	3.50
426	1387	3.50
426	1391	3.50
426	1393	3.00
426	1394	3.50
426	1485	2.50
426	1500	3.00
426	1517	3.00
426	1527	2.50
426	1544	2.00
426	1552	3.50
426	1573	3.50
426	1580	3.00
426	1584	3.00
426	1608	2.00
426	1610	2.50
426	1617	4.00
426	1625	3.50
426	1641	3.00
426	1653	3.00
426	1673	3.50
426	1674	3.00
426	1676	3.50
426	1682	3.50
426	1704	3.50
426	1721	3.00
426	1732	3.50
426	1784	3.50
426	1917	3.50
426	1923	2.50
426	1954	4.00
426	1961	3.00
426	1968	3.00
426	1994	3.50
426	1997	3.00
426	2000	3.50
426	2001	3.50
426	2003	3.50
426	2011	3.50
426	2012	2.00
426	2028	3.50
426	2100	2.50
426	2115	3.00
426	2174	2.50
426	2194	4.00
426	2268	3.00
426	2291	3.50
426	2321	3.00
426	2353	3.50
426	2355	3.00
426	2396	3.00
426	2406	3.00
426	2420	3.00
426	2455	3.00
426	2470	1.00
426	2529	3.50
426	2539	2.00
426	2571	4.00
426	2617	3.00
426	2628	2.50
426	2640	3.50
426	2683	3.00
426	2699	3.50
426	2700	3.00
426	2706	2.50
426	2710	3.50
426	2712	3.00
426	2716	2.50
426	2717	2.50
426	2762	3.50
426	2797	3.00
426	2858	3.50
426	2890	3.00
426	2916	2.00
426	2918	2.50
426	2959	4.00
426	2985	3.50
426	2987	3.00
426	2997	3.50
426	3033	1.00
426	3039	3.50
426	3052	2.50
426	3081	3.50
426	3114	3.50
426	3147	2.50
426	3160	4.00
426	3176	3.50
426	3253	2.50
426	3255	2.50
426	3256	2.50
426	3408	3.50
426	3418	3.50
426	3421	3.00
426	3448	3.50
426	3471	4.00
426	3481	3.50
426	3489	2.00
426	3499	3.00
426	3527	3.00
426	3578	4.00
426	3623	3.00
426	3671	3.50
426	3751	3.00
426	3793	3.50
426	3897	3.50
426	3948	2.50
426	3977	3.00
426	3994	3.00
426	3996	4.00
426	4022	2.00
426	4027	4.00
426	4034	3.50
426	4085	3.00
426	4226	3.50
426	4246	2.00
426	4306	3.50
426	4321	1.50
426	4361	3.00
426	4370	4.00
426	4886	3.50
426	4896	3.00
426	4963	3.50
426	4979	3.00
426	4993	3.50
426	4995	3.00
426	5349	3.00
426	5378	3.50
426	5418	3.00
426	5445	3.50
426	5502	2.00
426	5952	4.00
426	5989	3.50
426	6377	3.50
426	6539	2.50
426	6711	3.50
426	7153	4.00
426	8636	3.00
1860	1	4.00
1860	2	2.00
1860	6	4.00
1860	10	3.00
1860	21	4.00
1860	32	3.50
1860	34	4.00
1860	39	4.00
1860	47	4.00
1860	50	4.00
1860	95	2.00
1860	110	3.00
1860	111	4.50
1860	150	3.50
1860	153	1.00
1860	165	3.50
1860	208	3.00
1860	223	4.00
1860	231	2.00
1860	253	3.00
1860	260	5.00
1860	288	2.00
1860	292	3.00
1860	293	4.50
1860	296	5.00
1860	318	4.00
1860	344	3.00
1860	349	3.00
1860	356	4.00
1860	357	2.50
1860	364	3.00
1860	367	3.00
1860	377	3.50
1860	380	4.00
1860	434	3.00
1860	454	2.00
1860	457	4.00
1860	474	4.00
1860	480	3.50
1860	527	3.50
1860	539	3.00
1860	541	5.00
1860	587	3.00
1860	589	4.00
1860	590	3.50
1860	592	3.50
1860	593	4.00
1860	594	3.00
1860	597	3.50
1860	608	4.50
1860	648	3.50
1860	733	3.50
1860	736	1.00
1860	750	4.50
1860	778	5.00
1860	780	3.00
1860	788	3.00
1860	832	3.00
1860	858	5.00
1860	903	4.00
1860	904	4.00
1860	908	3.50
1860	912	4.50
1860	919	5.00
1860	923	5.00
1860	924	3.50
1860	953	4.00
1860	1036	5.00
1860	1073	5.00
1860	1079	4.50
1860	1089	5.00
1860	1090	4.00
1860	1092	3.50
1860	1097	4.00
1860	1101	3.50
1860	1127	3.00
1860	1193	4.00
1860	1196	5.00
1860	1197	4.50
1860	1198	5.00
1860	1200	5.00
1860	1206	5.00
1860	1208	4.50
1860	1210	3.50
1860	1213	5.00
1860	1214	5.00
1860	1219	5.00
1860	1220	3.50
1860	1221	5.00
1860	1222	4.00
1860	1225	5.00
1860	1240	5.00
1860	1246	3.00
1860	1247	4.50
1860	1258	4.00
1860	1259	4.00
1860	1265	4.00
1860	1266	3.50
1860	1270	4.00
1860	1288	3.00
1860	1291	3.00
1860	1304	4.50
1860	1307	4.50
1860	1333	4.00
1860	1339	2.00
1860	1345	3.50
1860	1370	2.00
1860	1374	4.00
1860	1377	1.00
1860	1380	3.00
1860	1387	5.00
1860	1391	2.00
1860	1393	3.50
1860	1394	4.00
1860	1485	2.00
1860	1500	2.50
1860	1517	2.00
1860	1527	2.00
1860	1544	2.50
1860	1552	4.00
1860	1573	4.50
1860	1580	4.50
1860	1584	4.00
1860	1608	3.50
1860	1610	3.50
1860	1617	4.00
1860	1625	3.50
1860	1641	2.00
1860	1653	5.00
1860	1673	3.50
1860	1674	4.00
1860	1676	4.00
1860	1682	3.50
1860	1704	3.50
1860	1721	2.00
1860	1732	3.50
1860	1784	4.00
1860	1917	3.00
1860	1923	3.50
1860	1954	4.00
1860	1961	3.00
1860	1968	3.00
1860	1994	4.00
1860	1997	4.00
1860	2000	4.00
1860	2001	4.00
1860	2003	3.50
1860	2011	3.50
1860	2012	3.00
1860	2028	3.50
1860	2054	3.00
1860	2100	3.00
1860	2115	4.00
1860	2124	3.50
1860	2174	3.00
1860	2194	4.00
1860	2268	3.50
1860	2291	4.00
1860	2302	2.00
1860	2321	3.00
1860	2353	3.50
1860	2355	5.00
1860	2396	2.00
1860	2406	3.50
1860	2420	2.00
1860	2455	4.00
1860	2470	3.00
1860	2502	2.00
1860	2529	5.00
1860	2539	2.00
1860	2571	4.50
1860	2616	2.50
1860	2617	2.00
1860	2628	1.00
1860	2640	3.50
1860	2699	3.00
1860	2700	2.00
1860	2706	1.00
1860	2710	3.00
1860	2716	4.00
1860	2717	3.00
1860	2762	4.00
1860	2791	4.50
1860	2797	2.00
1860	2858	3.50
1860	2890	3.00
1860	2916	4.00
1860	2918	4.00
1860	2959	3.50
1860	2985	4.00
1860	2987	3.50
1860	2997	5.00
1860	3033	3.00
1860	3039	4.50
1860	3052	1.00
1860	3081	3.00
1860	3114	4.00
1860	3147	3.00
1860	3175	4.00
1860	3255	3.00
1860	3256	3.00
1860	3408	3.50
1860	3418	3.50
1860	3421	3.00
1860	3448	3.00
1860	3471	4.00
1860	3481	3.00
1860	3489	2.00
1860	3499	4.00
1860	3527	4.50
1860	3578	3.00
1860	3623	2.50
1860	3671	3.50
1860	3751	4.00
1860	3793	3.00
1860	3897	3.00
1860	3948	3.00
1860	3977	2.50
1860	3994	2.50
1860	3996	4.50
1860	4022	3.50
1860	4027	4.00
1860	4034	3.00
1860	4085	3.50
1860	4226	4.50
1860	4246	1.00
1860	4306	3.50
1860	4321	3.00
1860	4361	3.00
1860	4370	3.50
1860	4886	4.00
1860	4896	3.00
1860	4963	2.00
1860	4979	4.00
1860	4993	4.50
1860	5349	3.00
1860	5378	2.50
1860	5418	3.50
1860	5445	3.00
1860	5502	2.00
1860	5952	3.00
1860	5989	4.00
1860	6377	5.00
1860	6539	3.50
1860	6711	3.00
1860	7153	4.00
1860	8636	4.00
1918	1	3.00
1918	2	2.00
1918	6	4.00
1918	10	4.00
1918	21	4.00
1918	32	3.00
1918	34	4.00
1918	39	4.00
1918	47	5.00
1918	50	4.00
1918	95	1.00
1918	110	4.00
1918	111	4.00
1918	150	3.50
1918	153	3.00
1918	165	4.00
1918	208	2.00
1918	231	3.50
1918	235	3.00
1918	253	2.50
1918	260	4.50
1918	288	4.00
1918	292	3.00
1918	293	3.00
1918	296	4.00
1918	316	2.00
1918	318	4.00
1918	344	2.50
1918	349	4.00
1918	356	4.00
1918	357	4.00
1918	364	3.00
1918	367	3.00
1918	377	4.00
1918	380	3.50
1918	434	1.50
1918	454	3.00
1918	457	3.00
1918	474	3.00
1918	480	3.50
1918	500	2.00
1918	508	4.00
1918	527	4.00
1918	539	4.00
1918	541	4.50
1918	586	2.00
1918	587	4.00
1918	588	2.50
1918	589	4.00
1918	590	4.00
1918	592	4.00
1918	593	4.00
1918	594	3.00
1918	595	3.00
1918	597	4.00
1918	608	4.00
1918	648	4.00
1918	733	3.50
1918	736	3.50
1918	750	4.00
1918	778	4.00
1918	780	4.00
1918	832	2.50
1918	858	5.00
1918	903	4.00
1918	904	4.00
1918	908	4.00
1918	912	4.50
1918	919	3.50
1918	923	4.50
1918	924	4.00
1918	953	4.50
1918	1036	4.00
1918	1073	2.00
1918	1079	4.00
1918	1089	3.50
1918	1090	5.00
1918	1092	3.00
1918	1097	4.00
1918	1101	4.50
1918	1127	2.00
1918	1136	4.00
1918	1193	3.00
1918	1196	4.00
1918	1197	4.00
1918	1198	4.50
1918	1200	4.00
1918	1206	4.00
1918	1208	5.00
1918	1210	4.50
1918	1213	4.00
1918	1214	5.00
1918	1219	4.00
1918	1220	2.00
1918	1221	5.00
1918	1222	5.00
1918	1225	4.00
1918	1240	4.00
1918	1246	4.00
1918	1247	4.00
1918	1258	4.00
1918	1259	4.00
1918	1265	5.00
1918	1266	4.00
1918	1270	4.00
1918	1278	4.00
1918	1291	4.50
1918	1304	4.00
1918	1307	4.00
1918	1333	4.00
1918	1339	3.00
1918	1345	4.00
1918	1370	4.00
1918	1374	4.00
1918	1377	4.00
1918	1380	2.00
1918	1387	4.50
1918	1391	4.00
1918	1393	4.00
1918	1394	4.50
1918	1500	4.00
1918	1517	4.00
1918	1527	2.50
1918	1544	3.00
1918	1552	3.00
1918	1573	4.00
1918	1580	4.00
1918	1584	3.00
1918	1608	2.00
1918	1610	4.50
1918	1617	4.00
1918	1625	2.00
1918	1641	4.00
1918	1653	4.00
1918	1673	4.50
1918	1674	4.50
1918	1676	3.00
1918	1682	3.00
1918	1704	4.00
1918	1721	2.00
1918	1732	2.00
1918	1784	4.00
1918	1917	4.00
1918	1923	4.50
1918	1954	4.50
1918	1961	4.00
1918	1968	4.00
1918	1994	3.50
1918	1997	4.00
1918	2000	3.00
1918	2001	3.00
1918	2003	1.00
1918	2011	3.00
1918	2028	2.50
1918	2054	3.00
1918	2100	4.00
1918	2115	4.00
1918	2124	3.00
1918	2174	4.00
1918	2194	3.50
1918	2268	3.00
1918	2291	3.50
1918	2302	3.00
1918	2321	3.50
1918	2353	3.00
1918	2355	4.00
1918	2396	4.50
1918	2406	4.00
1918	2420	3.00
1918	2455	4.00
1918	2470	3.00
1918	2529	4.00
1918	2539	3.00
1918	2571	5.00
1918	2616	3.00
1918	2617	3.00
1918	2628	2.00
1918	2640	4.00
1918	2683	4.00
1918	2699	1.00
1918	2712	2.50
1918	2716	4.00
1918	2762	4.50
1918	2791	3.50
1918	2797	4.50
1918	2858	4.00
1918	2890	4.00
1918	2916	2.00
1918	2918	4.00
1918	2959	4.00
1918	2985	4.00
1918	2987	3.00
1918	2997	4.00
1918	3039	4.00
1918	3081	2.00
1918	3114	4.00
1918	3147	3.00
1918	3160	4.00
1918	3175	4.00
1918	3176	3.50
1918	3253	4.00
1918	3255	4.00
1918	3256	4.00
1918	3408	4.00
1918	3418	5.00
1918	3421	4.00
1918	3448	3.00
1918	3471	4.50
1918	3481	2.00
1918	3489	2.00
1918	3499	4.00
1918	3527	2.50
1918	3578	5.00
1918	3623	3.50
1918	3671	4.00
1918	3751	3.00
1918	3793	4.00
1918	3897	3.00
1918	3948	3.00
1918	3977	3.00
1918	3994	3.00
1918	3996	4.00
1918	4022	3.50
1918	4027	4.00
1918	4034	4.50
1918	4085	4.00
1918	4226	4.00
1918	4246	4.00
1918	4306	4.50
1918	4321	3.50
1918	4361	4.00
1918	4370	2.50
1918	4886	3.00
1918	4896	2.50
1918	4963	4.00
1918	4979	3.50
1918	4993	2.00
1918	4995	3.00
1918	5349	4.50
1918	5378	2.50
1918	5418	3.50
1918	5445	2.50
1918	5502	3.00
1918	5952	3.00
1918	5989	3.50
1918	6377	3.00
1918	6539	4.00
1918	6711	4.00
1918	7153	3.50
1918	8636	4.50
2134	1	4.00
2134	6	4.00
2134	10	3.00
2134	21	4.00
2134	32	3.00
2134	34	3.00
2134	39	4.00
2134	47	4.00
2134	50	4.50
2134	95	1.50
2134	110	4.00
2134	111	4.50
2134	150	4.00
2134	153	1.50
2134	165	2.50
2134	208	1.00
2134	223	4.50
2134	231	3.00
2134	235	4.00
2134	253	3.00
2134	260	4.50
2134	288	3.00
2134	292	2.00
2134	293	4.00
2134	296	4.50
2134	318	5.00
2134	344	3.00
2134	349	2.00
2134	356	3.00
2134	357	3.00
2134	364	4.00
2134	367	3.00
2134	377	3.00
2134	380	3.00
2134	434	2.00
2134	454	2.50
2134	457	4.50
2134	474	4.00
2134	480	3.50
2134	500	3.00
2134	508	4.00
2134	527	5.00
2134	539	2.00
2134	541	4.00
2134	586	2.00
2134	587	2.00
2134	588	4.00
2134	589	4.00
2134	590	4.00
2134	592	4.00
2134	593	5.00
2134	595	4.00
2134	597	4.00
2134	608	4.50
2134	648	3.00
2134	733	4.00
2134	736	2.00
2134	750	5.00
2134	778	4.00
2134	780	3.00
2134	832	3.00
2134	858	5.00
2134	903	3.50
2134	904	4.50
2134	908	4.50
2134	912	5.00
2134	919	3.00
2134	923	5.00
2134	924	4.50
2134	953	5.00
2134	1036	4.00
2134	1073	3.00
2134	1079	4.00
2134	1089	4.00
2134	1090	4.50
2134	1092	3.50
2134	1097	4.50
2134	1101	2.00
2134	1127	3.00
2134	1136	5.00
2134	1193	3.50
2134	1196	4.50
2134	1197	4.50
2134	1198	4.50
2134	1200	4.00
2134	1206	3.00
2134	1208	5.00
2134	1210	4.00
2134	1213	5.00
2134	1214	4.00
2134	1219	4.50
2134	1220	4.50
2134	1221	5.00
2134	1222	3.00
2134	1225	5.00
2134	1240	4.00
2134	1246	4.00
2134	1247	4.00
2134	1258	3.00
2134	1259	3.00
2134	1265	3.00
2134	1266	4.00
